id,satisfaction,gender,customer_type,age,type_of_travel,class,flight_distance,seat_comfort,departure/arrival_time_convenient,food_and_drink,gate_location,inflight_wifi_service,inflight_entertainment,online_support,ease_of_online_booking,on-board_service,leg_room_service,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay_in_minutes,arrival_delay_in_minutes
219,0,Male,Loyal Customer,31,Personal Travel,Eco,1955,4,5,5,3,2,5,2,2,4,5,4,4,4,2,0,0.0
220,0,Male,Loyal Customer,31,Personal Travel,Eco,1618,3,4,3,3,3,3,3,3,1,4,4,5,4,3,25,42.0
221,1,Female,Loyal Customer,36,Personal Travel,Eco,1634,5,5,5,5,3,5,5,3,3,4,3,3,3,4,0,0.0
222,0,Female,Loyal Customer,44,Personal Travel,Eco,230,4,5,4,1,1,4,1,1,1,4,1,4,1,1,0,5.0
223,0,Female,Loyal Customer,16,Personal Travel,Eco,1774,1,5,1,1,1,5,5,4,5,4,4,5,3,5,192,293.0
224,0,Male,Loyal Customer,35,Personal Travel,Eco,1431,3,4,3,1,2,3,2,2,4,3,4,4,5,2,0,24.0
225,0,Male,Loyal Customer,29,Personal Travel,Eco,1390,4,5,4,2,3,4,3,3,4,3,4,3,2,3,0,0.0
226,0,Male,Loyal Customer,66,Personal Travel,Eco,1923,3,5,3,4,2,3,2,2,4,3,4,5,4,2,0,0.0
227,1,Female,Loyal Customer,56,Personal Travel,Eco,259,5,1,5,5,3,5,5,4,4,5,4,5,4,4,20,8.0
228,1,Female,Loyal Customer,17,Personal Travel,Eco,1313,1,1,1,1,4,5,4,5,5,5,5,4,5,5,0,0.0
229,1,Female,Loyal Customer,33,Business travel,Business,224,5,5,5,5,4,5,5,5,5,5,4,5,5,3,0,0.0
230,0,Female,disloyal Customer,44,Business travel,Business,1559,2,2,2,5,2,2,2,2,3,4,4,5,4,2,6,40.0
231,1,Female,Loyal Customer,47,Business travel,Business,1995,1,1,1,1,5,5,4,4,4,4,5,3,4,3,14,10.0
232,1,Female,Loyal Customer,57,Business travel,Business,244,4,4,4,4,4,5,4,5,5,5,5,5,5,5,0,0.0
233,0,Female,disloyal Customer,38,Business travel,Business,1197,3,4,4,4,1,4,1,1,2,3,3,1,4,1,0,0.0
234,1,Male,Loyal Customer,47,Business travel,Eco Plus,1652,3,4,4,4,3,3,3,3,1,4,5,4,3,3,0,0.0
235,1,Female,Loyal Customer,16,Personal Travel,Eco Plus,981,5,2,5,3,2,5,2,2,5,4,4,4,5,2,0,0.0
236,0,Male,Loyal Customer,35,Business travel,Business,3242,2,4,4,4,1,2,2,2,2,2,2,1,2,4,0,4.0
237,0,Male,Loyal Customer,7,Personal Travel,Business,2195,3,5,3,2,2,3,2,2,3,4,5,3,5,2,0,2.0
238,1,Female,Loyal Customer,39,Business travel,Business,719,2,2,3,2,3,5,5,5,5,5,5,3,5,3,82,89.0
239,1,Male,Loyal Customer,44,Business travel,Business,769,3,3,3,3,3,5,5,4,4,4,4,5,4,3,2,11.0
240,1,Female,Loyal Customer,49,Business travel,Business,3477,5,5,5,5,2,5,5,5,5,5,5,3,5,5,7,26.0
241,1,Male,Loyal Customer,22,Business travel,Business,4236,2,2,2,2,5,5,5,5,4,3,5,4,5,5,10,27.0
242,0,Male,disloyal Customer,38,Business travel,Business,1985,4,4,4,5,1,4,1,1,5,5,4,4,4,1,0,0.0
243,0,Male,disloyal Customer,22,Business travel,Eco,2225,1,1,1,3,1,1,1,1,4,3,3,1,4,1,14,25.0
244,0,Male,disloyal Customer,30,Business travel,Business,1923,2,2,2,3,3,2,3,3,2,2,2,1,2,3,45,41.0
245,0,Female,Loyal Customer,29,Business travel,Business,4437,3,2,2,2,3,3,3,3,3,5,3,4,3,3,17,25.0
246,0,Male,Loyal Customer,50,Business travel,Business,2522,3,2,2,2,3,3,3,3,2,4,3,3,4,3,116,140.0
247,0,Male,Loyal Customer,11,Business travel,Business,2140,4,1,1,1,4,4,4,4,4,3,4,4,3,4,38,0.0
248,0,Male,Loyal Customer,23,Business travel,Business,1962,3,4,4,4,3,3,3,3,2,2,4,2,3,3,35,42.0
249,0,Male,disloyal Customer,20,Business travel,Eco,1176,2,0,2,2,5,2,5,5,1,5,5,2,3,5,0,0.0
250,1,Female,Loyal Customer,70,Personal Travel,Eco,734,4,4,4,4,4,4,4,5,5,5,5,4,5,3,0,0.0
251,0,Male,disloyal Customer,66,Personal Travel,Eco,2450,3,2,3,2,3,2,2,3,3,2,3,2,1,2,193,205.0
252,1,Female,Loyal Customer,50,Personal Travel,Eco Plus,764,4,4,3,3,3,3,2,2,2,3,2,2,2,3,20,22.0
253,0,Male,Loyal Customer,39,Personal Travel,Eco Plus,1844,2,5,2,2,2,2,2,2,4,5,4,3,5,2,51,79.0
254,0,Male,Loyal Customer,18,Personal Travel,Eco Plus,1394,1,4,1,2,2,1,1,2,5,5,5,3,4,2,80,76.0
255,1,Male,Loyal Customer,26,Business travel,Business,5570,4,4,4,4,3,3,3,3,5,5,5,3,4,3,158,213.0
256,1,Male,disloyal Customer,22,Business travel,Business,1468,5,4,5,1,2,5,2,2,5,3,5,3,5,2,92,99.0
257,1,Male,Loyal Customer,58,Business travel,Business,636,2,2,2,2,3,4,4,5,5,5,5,3,5,5,1,0.0
258,1,Male,Loyal Customer,48,Business travel,Business,1740,4,4,4,4,4,4,5,4,4,4,4,3,4,5,4,0.0
259,0,Female,Loyal Customer,55,Business travel,Business,645,4,3,3,3,5,4,3,4,4,4,4,3,4,2,14,19.0
260,0,Male,Loyal Customer,62,Business travel,Business,649,2,5,5,5,2,4,3,2,2,2,2,2,2,2,29,22.0
261,1,Female,Loyal Customer,61,Personal Travel,Eco,618,3,3,3,3,3,4,5,4,4,4,4,5,4,4,6,6.0
262,0,Male,Loyal Customer,63,Personal Travel,Business,834,2,4,2,1,2,4,4,4,4,2,5,5,4,4,0,6.0
263,0,Male,Loyal Customer,43,Personal Travel,Business,849,1,2,1,3,2,3,3,2,2,1,2,3,2,1,0,0.0
264,1,Female,Loyal Customer,43,Business travel,Business,4003,5,5,5,5,3,4,4,5,5,5,5,3,5,3,1,0.0
265,1,Female,Loyal Customer,49,Business travel,Business,864,3,3,4,3,5,4,5,4,4,4,4,4,4,4,0,0.0
266,1,Male,Loyal Customer,44,Business travel,Business,2810,2,2,3,2,4,5,4,3,3,4,3,3,3,3,0,0.0
267,1,Female,Loyal Customer,40,Business travel,Business,2070,1,1,1,1,3,4,5,4,4,5,4,3,4,3,0,0.0
268,0,Male,disloyal Customer,20,Business travel,Eco,2342,3,3,3,4,3,3,3,3,2,1,3,2,4,3,35,18.0
269,1,Female,Loyal Customer,55,Business travel,Business,2781,5,5,5,5,5,4,4,5,5,5,5,4,4,4,165,167.0
270,1,Female,Loyal Customer,59,Business travel,Business,813,2,2,2,2,2,5,5,4,4,4,4,5,4,4,0,14.0
271,0,Male,disloyal Customer,35,Business travel,Business,2104,2,1,1,3,4,1,4,4,4,2,3,3,4,4,0,2.0
272,0,Male,Loyal Customer,43,Business travel,Business,849,3,1,1,1,2,2,2,3,3,2,3,3,3,3,0,0.0
273,0,Male,Loyal Customer,53,Business travel,Business,3403,2,2,2,2,5,3,3,2,2,2,2,3,2,1,0,0.0
274,0,Female,disloyal Customer,27,Business travel,Business,1722,4,3,3,4,1,3,1,1,3,3,3,3,3,1,0,0.0
275,1,Female,Loyal Customer,29,Business travel,Business,3864,3,5,3,3,4,5,4,4,3,4,5,3,4,4,0,0.0
276,0,Female,disloyal Customer,43,Business travel,Eco,1756,2,0,3,1,2,3,2,2,4,1,4,5,2,2,0,0.0
277,1,Male,Loyal Customer,40,Business travel,Business,411,3,3,3,3,5,3,3,5,5,5,5,2,5,5,0,0.0
278,1,Female,Loyal Customer,16,Personal Travel,Eco,1977,2,2,3,2,4,4,4,4,3,1,4,4,3,4,0,0.0
279,1,Female,Loyal Customer,23,Personal Travel,Eco,2336,5,5,5,5,2,4,2,5,5,5,5,1,5,4,0,0.0
280,1,Male,Loyal Customer,44,Personal Travel,Eco,2203,4,5,4,3,3,4,3,3,4,5,5,4,4,3,0,0.0
281,0,Male,Loyal Customer,51,Personal Travel,Eco,1747,3,4,3,1,5,3,5,5,3,3,5,4,5,5,0,0.0
282,1,Male,Loyal Customer,25,Personal Travel,Eco,2393,4,5,4,4,4,4,4,4,3,3,5,5,5,4,0,0.0
283,1,Male,disloyal Customer,40,Business travel,Business,1527,4,4,4,1,2,4,2,2,3,2,4,4,5,2,11,4.0
284,1,Female,disloyal Customer,17,Business travel,Eco,2320,4,4,4,5,4,4,4,4,4,5,5,4,5,4,0,0.0
285,0,Female,Loyal Customer,45,Business travel,Business,854,1,1,5,5,3,4,4,1,1,1,1,1,1,2,2,0.0
286,1,Female,Loyal Customer,41,Business travel,Business,849,3,4,3,3,2,4,5,5,5,4,5,4,5,4,0,0.0
287,1,Male,Loyal Customer,55,Business travel,Business,3437,5,5,5,5,5,4,5,5,5,4,5,4,5,4,0,0.0
288,1,Female,Loyal Customer,42,Personal Travel,Eco Plus,805,5,4,4,4,5,5,5,5,2,3,5,3,3,5,74,74.0
289,0,Male,Loyal Customer,51,Personal Travel,Eco Plus,1620,2,5,3,5,4,3,4,4,3,3,4,5,5,4,0,0.0
290,0,Male,disloyal Customer,39,Business travel,Business,2302,1,1,1,2,1,1,1,1,4,5,4,4,4,1,0,0.0
291,1,Male,Loyal Customer,54,Business travel,Business,2752,1,1,3,1,3,4,5,4,4,4,4,5,4,5,0,0.0
292,1,Female,disloyal Customer,21,Business travel,Eco,2388,4,3,3,3,1,3,1,1,5,2,4,3,5,1,14,0.0
293,0,Male,Loyal Customer,52,Business travel,Business,1530,2,4,4,4,5,3,3,2,2,1,2,1,2,2,43,17.0
294,0,Male,Loyal Customer,17,Personal Travel,Eco,2398,3,2,3,3,1,3,1,1,2,3,3,3,4,1,11,12.0
295,0,Female,Loyal Customer,54,Personal Travel,Eco,1265,4,1,4,2,3,2,2,4,4,4,4,3,4,3,123,120.0
296,0,Female,Loyal Customer,47,Business travel,Business,2265,3,4,4,4,5,4,3,3,3,3,3,2,3,3,0,8.0
297,1,Female,Loyal Customer,55,Business travel,Business,606,1,1,1,1,3,5,4,4,4,4,4,3,4,5,62,67.0
298,0,Male,disloyal Customer,52,Business travel,Business,1342,3,3,3,5,5,3,5,5,4,3,4,3,4,5,5,0.0
299,1,Male,Loyal Customer,41,Business travel,Business,628,2,2,2,2,3,5,4,5,5,5,5,5,5,3,45,50.0
300,1,Female,disloyal Customer,24,Business travel,Business,2530,4,1,4,4,3,4,3,3,3,2,4,4,5,3,0,0.0
301,1,Male,Loyal Customer,40,Business travel,Business,826,2,2,2,2,5,5,4,3,3,2,3,5,3,4,18,19.0
302,1,Male,Loyal Customer,52,Business travel,Business,871,5,5,4,5,5,5,5,5,5,5,5,3,5,4,18,18.0
303,1,Male,Loyal Customer,51,Business travel,Business,3187,2,2,2,2,3,5,5,5,5,5,5,5,5,5,13,11.0
304,0,Female,Loyal Customer,43,Business travel,Business,1899,1,2,2,2,1,3,4,1,1,1,1,4,1,2,0,0.0
305,1,Male,Loyal Customer,56,Business travel,Business,2218,1,1,1,1,4,4,5,4,4,4,4,5,4,4,55,49.0
306,1,Male,disloyal Customer,26,Business travel,Business,2260,5,5,5,3,3,4,3,3,3,4,5,4,5,3,0,0.0
307,1,Female,Loyal Customer,31,Business travel,Business,3875,5,5,5,5,5,4,5,5,5,5,4,3,4,5,0,15.0
308,1,Female,Loyal Customer,56,Business travel,Business,875,3,3,1,3,4,5,5,4,4,4,4,4,4,3,0,0.0
309,1,Male,Loyal Customer,53,Business travel,Business,860,2,2,2,2,4,4,5,4,4,4,4,5,4,4,0,0.0
310,1,Female,Loyal Customer,60,Business travel,Business,2211,1,1,1,1,5,4,4,3,3,3,3,5,3,4,0,12.0
311,0,Male,disloyal Customer,26,Business travel,Business,1937,2,2,2,3,4,2,4,4,4,5,4,5,4,4,10,5.0
312,1,Male,Loyal Customer,22,Business travel,Business,4741,2,2,2,2,5,5,5,4,2,5,4,5,4,5,41,133.0
313,0,Male,disloyal Customer,30,Business travel,Business,1966,4,4,4,1,3,4,4,3,5,4,5,4,4,3,25,36.0
314,1,Female,Loyal Customer,59,Business travel,Business,2188,2,2,2,2,2,4,4,4,4,4,4,3,4,5,0,9.0
315,1,Female,Loyal Customer,25,Business travel,Business,4614,1,1,1,1,5,5,5,5,3,4,5,4,5,5,2,3.0
316,1,Female,Loyal Customer,44,Business travel,Business,836,1,1,1,1,2,4,4,5,5,5,5,3,5,3,0,0.0
317,1,Female,disloyal Customer,25,Business travel,Business,2322,5,5,5,3,5,5,5,5,3,3,5,4,5,5,0,0.0
318,0,Female,disloyal Customer,29,Business travel,Business,2400,2,2,2,3,1,2,1,1,2,5,3,3,3,1,0,10.0
319,0,Female,Loyal Customer,60,Business travel,Business,835,2,1,3,1,1,3,4,2,2,2,2,1,2,3,2,0.0
320,0,Female,disloyal Customer,21,Business travel,Business,2110,2,1,3,3,3,3,3,3,2,4,3,1,3,3,0,0.0
321,0,Male,Loyal Customer,42,Business travel,Business,3157,2,1,1,1,2,3,4,2,2,2,2,1,2,3,0,8.0
322,0,Male,Loyal Customer,49,Business travel,Business,827,2,3,3,3,1,2,3,2,2,2,2,4,2,2,0,7.0
323,1,Male,Loyal Customer,59,Business travel,Business,3692,2,2,2,2,2,5,5,4,4,4,4,3,4,4,0,0.0
324,1,Male,disloyal Customer,21,Business travel,Business,2379,4,0,4,2,5,4,5,5,5,3,4,4,4,5,0,3.0
325,0,Female,disloyal Customer,25,Business travel,Business,2625,3,1,3,3,2,3,2,2,2,2,4,4,4,2,19,3.0
326,1,Female,Loyal Customer,31,Business travel,Business,5351,1,1,1,1,5,5,5,5,5,4,4,4,4,5,0,0.0
327,0,Female,Loyal Customer,39,Business travel,Business,866,1,3,3,3,1,4,4,1,1,1,1,1,1,3,12,32.0
328,1,Male,Loyal Customer,56,Business travel,Business,3382,2,2,1,2,2,5,5,4,4,4,4,5,4,3,16,4.0
329,0,Male,Loyal Customer,47,Business travel,Business,3958,1,3,3,3,1,3,3,1,1,1,1,2,1,3,9,0.0
330,0,Male,Loyal Customer,46,Business travel,Business,3343,2,4,4,4,2,4,3,2,2,2,2,1,2,3,0,5.0
331,0,Male,Loyal Customer,51,Business travel,Business,865,3,3,4,4,4,3,3,3,3,3,3,4,3,2,0,9.0
332,1,Male,Loyal Customer,44,Business travel,Eco,1729,4,1,5,1,4,4,4,4,2,3,3,5,2,4,0,0.0
333,1,Female,disloyal Customer,37,Business travel,Eco,2003,5,3,5,3,2,5,2,2,5,2,1,1,3,2,5,15.0
334,0,Male,disloyal Customer,26,Business travel,Eco,1547,3,5,3,2,1,3,1,1,4,4,1,1,4,1,0,0.0
335,0,Female,Loyal Customer,56,Business travel,Business,467,1,0,0,3,5,3,3,1,1,0,1,4,1,1,10,0.0
336,0,Female,Loyal Customer,40,Business travel,Eco,2094,4,4,4,4,4,4,4,4,1,4,4,4,4,4,0,0.0
337,0,Male,Loyal Customer,37,Personal Travel,Eco,2626,2,5,2,1,5,2,5,5,4,2,4,3,4,5,0,0.0
338,0,Female,Loyal Customer,57,Personal Travel,Eco,885,4,5,4,3,3,4,4,4,4,4,4,4,4,3,0,9.0
339,1,Female,Loyal Customer,22,Personal Travel,Eco,1806,3,3,3,3,3,5,5,4,4,4,4,4,4,3,0,0.0
340,0,Male,Loyal Customer,16,Personal Travel,Eco,1601,3,5,3,1,2,3,2,2,5,3,4,5,5,2,0,0.0
341,1,Female,Loyal Customer,35,Personal Travel,Eco,1851,4,4,4,4,2,5,5,3,3,3,3,3,3,3,0,6.0
342,0,Male,Loyal Customer,27,Personal Travel,Eco,1917,2,4,2,2,3,2,3,3,3,5,5,5,4,3,0,12.0
343,1,Female,Loyal Customer,58,Personal Travel,Eco,824,2,2,2,2,2,1,4,5,5,5,5,3,5,4,0,0.0
344,0,Male,Loyal Customer,8,Personal Travel,Eco,1679,2,1,2,4,1,2,1,1,2,5,4,4,4,1,18,13.0
345,0,Male,Loyal Customer,9,Personal Travel,Eco,1800,1,1,1,2,2,1,4,2,4,5,3,3,2,2,23,17.0
346,0,Male,Loyal Customer,68,Personal Travel,Eco,2044,1,2,1,4,4,1,4,4,1,2,3,3,4,4,27,36.0
347,0,Female,Loyal Customer,30,Personal Travel,Eco,2247,3,5,3,5,5,3,5,5,4,5,2,4,1,5,9,8.0
348,0,Male,Loyal Customer,56,Personal Travel,Eco,2083,3,4,3,1,1,3,1,1,3,4,5,3,4,1,0,0.0
349,1,Female,Loyal Customer,33,Personal Travel,Eco,2026,3,3,3,3,5,5,5,5,4,1,3,1,4,5,0,0.0
350,1,Female,Loyal Customer,25,Business travel,Business,1917,5,5,5,5,4,4,4,4,5,5,5,4,5,4,0,12.0
351,0,Male,Loyal Customer,57,Business travel,Business,849,2,2,2,2,3,4,3,2,2,2,2,1,2,2,31,30.0
352,1,Female,Loyal Customer,7,Personal Travel,Eco Plus,1967,5,5,5,5,2,4,4,4,4,4,4,3,4,3,0,0.0
353,0,Female,Loyal Customer,37,Personal Travel,Eco Plus,2234,4,5,3,3,5,3,4,5,3,4,1,2,1,5,0,15.0
354,1,Female,Loyal Customer,51,Personal Travel,Eco Plus,833,2,2,2,2,4,4,5,4,4,4,5,4,4,3,23,10.0
355,0,Male,Loyal Customer,16,Personal Travel,Eco Plus,1980,2,3,2,3,5,2,5,5,4,1,2,3,2,5,0,0.0
356,1,Male,Loyal Customer,50,Business travel,Business,89,4,4,4,4,2,5,4,4,4,4,5,4,4,5,23,24.0
357,1,Female,Loyal Customer,43,Business travel,Business,72,2,2,2,2,4,4,5,5,5,5,5,4,5,4,0,0.0
358,0,Female,disloyal Customer,39,Business travel,Business,1141,2,2,2,4,5,2,5,5,4,4,4,5,4,5,42,96.0
359,1,Male,Loyal Customer,55,Business travel,Business,3470,0,4,0,5,3,5,4,5,5,5,5,4,5,4,0,0.0
360,0,Male,disloyal Customer,27,Business travel,Business,1052,4,4,4,5,5,4,2,5,3,2,5,4,4,5,0,0.0
361,1,Male,Loyal Customer,40,Business travel,Business,245,5,5,5,5,5,4,5,5,5,5,5,5,5,4,0,0.0
362,1,Male,disloyal Customer,24,Business travel,Eco,1311,5,3,5,3,5,5,5,5,5,4,4,4,5,5,14,14.0
363,1,Female,Loyal Customer,39,Business travel,Business,1870,2,2,2,2,5,4,4,5,5,5,5,3,5,3,0,0.0
364,0,Female,disloyal Customer,33,Business travel,Business,1956,3,3,3,5,5,3,5,5,4,5,5,3,4,5,0,0.0
365,1,Female,Loyal Customer,42,Business travel,Business,1962,2,2,2,2,5,5,4,4,4,4,4,5,4,4,13,7.0
366,1,Female,Loyal Customer,35,Business travel,Business,88,5,5,5,5,2,4,5,5,5,5,5,5,5,5,33,29.0
367,1,Male,disloyal Customer,26,Business travel,Business,1873,0,0,0,1,4,0,4,4,3,3,5,5,4,4,0,0.0
368,1,Female,Loyal Customer,46,Business travel,Business,389,0,0,0,3,4,5,4,1,1,1,1,3,1,3,43,43.0
369,1,Female,Loyal Customer,53,Business travel,Business,2399,2,2,2,2,4,4,4,4,4,4,4,5,4,3,0,0.0
370,1,Male,Loyal Customer,49,Business travel,Business,3780,1,1,1,1,4,5,4,5,5,5,4,5,5,4,0,0.0
371,1,Male,Loyal Customer,50,Business travel,Business,520,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,3.0
372,1,Male,Loyal Customer,50,Business travel,Business,3623,1,1,1,1,4,4,4,4,4,5,4,5,4,5,25,22.0
373,1,Male,Loyal Customer,43,Business travel,Business,2169,3,3,3,3,5,5,4,5,5,4,5,4,5,3,0,0.0
374,1,Female,Loyal Customer,39,Business travel,Business,2937,3,3,2,3,4,4,5,5,5,5,5,5,5,3,27,30.0
375,1,Male,Loyal Customer,53,Business travel,Business,2262,3,3,3,3,5,4,5,4,4,4,4,4,4,5,0,3.0
376,1,Male,Loyal Customer,54,Business travel,Business,302,0,1,1,4,3,4,4,4,4,4,4,4,4,4,44,26.0
377,1,Female,Loyal Customer,54,Business travel,Business,3672,4,4,4,4,3,5,5,4,4,4,4,3,4,3,14,6.0
378,1,Male,disloyal Customer,41,Business travel,Business,1313,5,1,1,4,5,5,5,5,5,3,5,4,4,5,0,0.0
379,1,Female,Loyal Customer,42,Business travel,Business,255,3,3,3,3,4,4,5,5,5,5,5,3,5,3,0,0.0
380,1,Male,Loyal Customer,45,Business travel,Business,1541,0,0,0,4,4,5,4,5,5,5,5,4,5,3,0,0.0
381,1,Female,Loyal Customer,56,Business travel,Business,87,5,4,5,5,3,4,4,4,4,4,4,4,4,4,34,31.0
382,1,Female,Loyal Customer,46,Business travel,Business,2026,3,3,3,3,3,4,4,4,4,4,4,5,4,3,70,66.0
383,1,Female,Loyal Customer,58,Business travel,Business,3460,4,4,4,4,5,5,5,5,5,5,4,4,5,3,13,16.0
384,1,Male,Loyal Customer,43,Business travel,Business,50,1,1,1,1,5,5,4,5,5,5,4,5,5,5,0,0.0
385,1,Female,Loyal Customer,45,Business travel,Business,262,0,0,0,4,4,4,4,2,2,2,2,3,2,3,0,0.0
386,1,Female,Loyal Customer,58,Business travel,Business,2795,2,2,2,2,2,5,4,4,4,4,4,3,4,4,59,51.0
387,1,Female,Loyal Customer,54,Business travel,Business,2742,4,4,4,4,3,5,4,4,4,4,4,4,4,5,0,0.0
388,1,Male,Loyal Customer,69,Business travel,Business,2851,3,3,3,3,3,4,4,4,4,4,4,3,4,3,0,0.0
389,0,Female,disloyal Customer,27,Business travel,Business,1697,2,2,2,3,1,2,1,1,5,4,5,3,5,1,0,0.0
390,1,Male,Loyal Customer,58,Business travel,Business,3443,4,1,4,4,2,5,5,4,4,4,4,4,4,4,0,0.0
391,1,Female,Loyal Customer,52,Business travel,Business,1970,3,3,3,3,3,5,5,5,5,5,5,5,5,3,0,0.0
392,1,Male,Loyal Customer,52,Business travel,Business,1957,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,31.0
393,1,Male,Loyal Customer,49,Business travel,Business,125,4,4,4,4,2,4,5,4,4,4,5,3,4,5,0,0.0
394,1,Female,Loyal Customer,35,Business travel,Business,83,1,1,1,1,2,4,4,3,3,4,4,4,3,5,3,5.0
395,1,Female,Loyal Customer,54,Business travel,Business,3357,5,5,5,5,4,5,5,5,5,5,5,4,5,5,0,0.0
396,0,Male,Loyal Customer,35,Business travel,Business,3852,3,1,5,1,1,4,3,3,3,3,3,2,3,3,0,3.0
397,0,Female,disloyal Customer,26,Business travel,Business,1265,2,3,2,4,3,2,3,3,3,3,4,1,4,3,0,1.0
398,1,Male,Loyal Customer,52,Business travel,Business,84,4,4,4,4,2,4,5,4,4,4,4,4,4,4,0,0.0
399,1,Male,disloyal Customer,38,Business travel,Business,1580,4,4,4,3,1,4,2,1,4,4,5,5,4,1,0,0.0
400,1,Male,disloyal Customer,23,Business travel,Eco,1840,0,0,1,1,5,1,4,5,3,4,5,3,5,5,0,0.0
401,1,Female,Loyal Customer,36,Business travel,Business,1819,4,4,4,4,2,4,4,5,5,5,5,5,5,5,0,4.0
402,1,Male,Loyal Customer,42,Business travel,Business,3854,5,5,5,5,4,4,4,4,4,4,4,5,4,3,0,0.0
403,1,Female,Loyal Customer,39,Business travel,Business,1664,3,3,5,3,5,5,4,4,4,5,4,3,4,4,0,0.0
404,0,Male,Loyal Customer,39,Business travel,Business,114,4,5,4,4,2,3,3,2,2,1,4,1,2,2,0,0.0
405,0,Male,Loyal Customer,59,Business travel,Business,340,3,2,2,2,3,2,2,3,3,3,3,2,3,4,48,55.0
406,0,Male,disloyal Customer,36,Business travel,Business,1751,2,1,1,1,4,1,4,4,4,2,5,4,4,4,0,0.0
407,0,Female,Loyal Customer,32,Business travel,Business,1229,2,4,4,4,1,1,2,1,1,1,4,4,4,1,0,0.0
408,0,Female,Loyal Customer,47,Business travel,Business,3192,2,5,5,5,1,2,2,2,2,2,2,2,2,1,0,0.0
409,0,Male,Loyal Customer,48,Business travel,Business,235,1,5,5,5,4,3,4,1,1,1,1,2,1,2,39,45.0
410,0,Male,Loyal Customer,57,Business travel,Business,3696,2,1,1,1,1,4,4,2,2,2,2,4,2,1,0,0.0
411,1,Female,Loyal Customer,49,Business travel,Business,2772,0,5,0,3,2,4,5,4,4,4,2,5,4,4,1,0.0
412,0,Male,Loyal Customer,58,Business travel,Business,71,2,2,2,2,2,4,4,1,1,1,2,3,1,2,0,0.0
413,0,Male,Loyal Customer,53,Business travel,Business,1848,2,1,4,4,1,2,3,1,1,1,2,3,1,3,0,0.0
414,1,Male,Loyal Customer,51,Business travel,Business,3499,0,4,0,1,2,5,5,2,2,2,2,5,2,3,0,2.0
415,0,Female,disloyal Customer,38,Business travel,Business,1602,4,4,4,3,2,4,5,2,1,2,4,1,3,2,0,0.0
416,0,Female,Loyal Customer,44,Business travel,Business,3949,1,2,2,2,5,3,2,4,4,3,1,3,4,4,0,0.0
417,1,Female,Loyal Customer,36,Business travel,Business,2503,1,1,1,1,3,5,4,5,5,5,4,5,5,5,0,0.0
418,1,Female,Loyal Customer,48,Business travel,Business,306,5,5,5,5,4,5,5,5,5,5,5,5,5,4,0,5.0
419,1,Male,Loyal Customer,58,Business travel,Business,326,5,5,3,5,4,4,4,4,4,4,4,3,4,4,0,1.0
420,0,Male,Loyal Customer,36,Business travel,Business,86,3,2,2,2,2,3,4,1,1,1,3,1,1,2,88,85.0
421,0,Female,disloyal Customer,25,Business travel,Business,1918,3,0,4,4,4,4,4,4,3,2,4,4,5,4,0,0.0
422,1,Male,Loyal Customer,42,Business travel,Business,3983,4,4,4,4,4,5,5,5,5,5,5,4,5,4,7,50.0
423,0,Female,disloyal Customer,30,Business travel,Business,1048,1,2,2,1,2,2,2,2,5,3,5,5,5,2,0,0.0
424,1,Female,Loyal Customer,51,Business travel,Business,3917,4,1,4,4,4,5,4,4,4,4,4,4,4,3,2,0.0
425,1,Male,Loyal Customer,59,Business travel,Business,3805,0,4,0,3,5,4,4,1,1,1,1,5,1,5,0,0.0
426,0,Female,Loyal Customer,39,Business travel,Business,1820,4,1,1,1,1,3,4,4,4,4,4,1,4,4,0,2.0
427,0,Female,disloyal Customer,35,Business travel,Business,1066,1,1,1,4,3,1,3,3,2,4,4,1,3,3,0,0.0
428,0,Female,Loyal Customer,40,Business travel,Business,1697,4,3,3,3,3,4,4,1,1,2,4,3,1,4,0,0.0
429,1,Female,Loyal Customer,52,Personal Travel,Business,350,2,2,3,2,3,4,4,5,5,4,5,4,5,4,6,16.0
430,1,Female,Loyal Customer,24,Personal Travel,Business,1475,1,1,1,1,5,5,5,5,4,4,2,5,5,5,74,76.0
431,0,Male,Loyal Customer,47,Personal Travel,Business,101,1,2,0,3,5,4,4,1,1,0,1,4,1,4,0,0.0
432,1,Female,Loyal Customer,46,Personal Travel,Business,259,5,5,5,5,1,4,3,4,4,4,4,4,4,5,0,0.0
433,0,Male,Loyal Customer,63,Personal Travel,Business,90,4,4,4,3,3,3,5,2,2,4,2,1,2,4,0,0.0
434,0,Female,Loyal Customer,27,Personal Travel,Business,1609,3,5,3,5,3,3,3,3,3,3,5,4,5,3,24,23.0
435,0,Male,Loyal Customer,53,Personal Travel,Business,55,2,2,2,3,5,3,3,2,2,2,2,4,2,3,80,71.0
436,1,Female,Loyal Customer,60,Personal Travel,Business,426,5,5,5,5,3,5,4,3,3,3,3,4,3,4,0,0.0
437,0,Male,Loyal Customer,46,Personal Travel,Business,132,3,4,3,2,4,5,5,5,5,3,5,3,5,5,0,0.0
438,1,Female,Loyal Customer,63,Personal Travel,Business,283,5,5,5,5,5,3,4,5,5,5,5,5,5,5,0,0.0
439,0,Female,Loyal Customer,57,Personal Travel,Business,58,4,3,4,2,3,3,5,2,2,4,4,4,2,4,6,7.0
